FID,X,Y,Aspect,DEM,DisToLinea,LineaDen,NDVI,Plan_Curva,Profile_Cu,Slope,Slope_Leng,STI,SPI,TPI,TWI,VRM,LULC_2015,habitat,GDP,DisFromRiv,DisFromRoa,target
1563,110.24 ,32.20 ,265.6010132,406,1298,0.237983,0.202553,0.001158,-0.0002348,12.2601004,90,0.478328,-37.9402008,0.27027,11.6952,0.001688,2,1400,201,810,339.4110107,1
1564,110.24 ,32.19 ,348.6900024,350,1339.290039,0.22791,0.240006,-0.001341,-0.0006999,14.3029003,120,0.405081,-896.6870117,-2.6756799,11.9183998,0.0007134,2,1400,201,480,339.4110107,1
1565,110.23 ,32.19 ,295.0169983,313,1440,0.236312,0.256193,0.005321,0.0006757,15.4231997,0,0,-8.7800798,3.1351399,10.309,0.0007182,2,1400,201,60,417.8519897,1
1566,110.23 ,32.20 ,96.8427963,368,646.2199707,0.345943,0.258183,0.0017561,-0.0005778,22.7656002,150,0.934267,176.1179962,-1.27027,5.2147598,0.0007428,1,1400,292,270,234.3070068,1
1567,110.23 ,32.20 ,358.3630066,351,458.9119873,0.390049,0.270046,0.0029088,0.0003381,30.2665997,120,0.284152,-334.5580139,3.56757,11.9183998,0.0011821,2,1400,292,429.5350037,123.6930008,1
1568,110.23 ,32.19 ,63.4348984,383,1394.599976,0.301823,0.278329,-0.0068147,0.0001007,14.6211004,774.8530273,1.4092799,-10729,-4.3513498,15.5453997,0.0018881,1,1400,292,600,702.2819824,1
1569,110.22 ,32.19 ,106.6989975,421,1597.060059,0.250902,0.327248,0.0006151,-0.0011163,19.1884003,30,0.504194,21.1474991,0.783784,5.1371698,0.0002964,2,1400,292,660,906.9730225,1
1570,110.24 ,32.18 ,137.4900055,384,2135.909912,0.125812,0.291601,0.0011127,0.000228,15.1796999,254.5579987,0.587351,-122.552002,0.27027,12.2549,0.0000805,1,1400,259,330,1337.949951,1
1571,110.23 ,32.18 ,137.7259979,298,2317.580078,0.11498,0.135619,-0.003267,-0.0018001,13.9158001,199.7059937,0,799.8359985,-6.7567601,3.70151,0.0027675,8,300,291,134.1640015,1477.329956,1
1572,110.23 ,32.18 ,35.8376999,372,2418.679932,0.0842181,0.310008,0.0091415,-0.0014157,20.3075008,169.7059937,0.227459,1323.530029,1.16216,2.83321,0.0026107,2,1400,291,403.6090088,1806.23999,1
1573,110.23 ,32.18 ,357.1380005,465,2142.01001,0.0726345,0.250952,-0.0014944,-0.0000485,18.4563999,120,0.0095329,-62.2089996,-1.54054,11.9183998,0.0002631,1,1400,209,764.8530273,2033.369995,1
1574,110.24 ,32.17 ,11.3099003,307,2226.070068,0.0686069,0.195709,-0.0073753,-0.001322,14.3029003,210,0,-1434.699951,-6.2972999,12.3884001,0.0022171,1,1400,209,750,2370.189941,1
1575,110.24 ,32.17 ,318.8139954,349,1599.310059,0.118785,0.359096,0.000777,-0.0002306,19.5112,169.7059937,0,116.8069992,0.351351,5.2607498,0.0000753,2,1400,209,1020,2781.600098,1
1576,110.23 ,32.19 ,307.5690002,331,1351.329956,0.236773,0.372233,0.0058024,0.0010696,15.2884998,169.7059937,0,-66.8861008,3.3243201,11.9183998,0.0006942,2,1400,201,180,271.6619873,1
1577,110.27 ,32.18 ,212.0050049,428,42.4263992,0.187687,0.273597,-0.0136569,0.0015345,8.9356298,1173.380005,0.6309,-3944.280029,-3.5945899,15.8183002,0.0018923,1,1400,209,375.8989868,2324.76001,1
1578,110.27 ,32.17 ,285.0679932,440,695.8449707,0.158945,0.217721,-0.0013319,0.0008758,24.1688004,204.8529968,1.91468,-388.8989868,-1.08108,12.5061998,0.0016034,2,1400,291,331.3609924,3059.409912,1
1579,110.29 ,32.18 ,291.3710022,487,1502.699951,0.158109,0.25022,0.0068477,0.0012855,22.3738003,0,0.405631,12.0762997,10.0270004,4.3111501,0.0055047,2,1400,292,330,2028.050049,1
1580,110.29 ,32.18 ,334.5369873,485,1718.400024,0.195888,0.275858,0.0042702,0.0000092,21.1891994,0,0.393322,-31.0123997,2.6756799,10.309,0.0010476,2,1400,292,670.8200073,1609.969971,1
1581,110.29 ,32.17 ,258.6900024,468,1848.349976,0.0776571,0.224744,0.0033189,-0.0002332,23.0214996,30,0.37332,100,2.08108,3.5835199,0.0015865,1,1400,292,424.2640076,2440.350098,1
1582,110.40 ,32.21 ,298.071991,643,1087.060059,0.141262,0.181981,0.0024696,-0.0021076,15.8191996,127.2789993,1.2601399,20.1044998,-5.5945902,7.3849702,0.0061781,2,100,133,2847.629883,5228.700195,0
1583,110.39 ,32.17 ,310.1010132,737,408.0440063,0.351858,0.252047,-0.0029971,0.0005405,22.4890995,254.5579987,0.312478,114.1750031,-3.3243201,5.95648,0.0015235,2,100,133,6899.799805,1548.420044,0
1584,110.40 ,32.19 ,293.6289978,792,876.1849976,0.195102,0.313712,0.0036171,0.0005434,16.2287006,0,0.593638,17.2077007,2.10811,3.9570401,0.0005266,2,100,128,5521.629883,2808.169922,0
1585,110.38 ,32.36 ,133.727005,622,543.322998,0.610021,0.37434,-0.0057793,0.0009645,27.9442005,42.4263992,0.218072,-20.5599003,-0.108108,11.0021,0.0018768,1,1400,205,1166.920044,1209.339966,0
1586,110.33 ,32.30 ,65.7723007,588,150,0.662233,0.252499,-0.0022814,-0.0025311,20.0788002,192.4259949,0.487572,1097.099976,-7.4864898,4.93187,0.0049703,2,1400,212,1654.359985,2280.790039,0
1587,110.26 ,32.42 ,88.6678009,792,391.1520081,0.2056,0.408459,-0.0023241,-0.0002986,35.6352005,174.8529968,0.546309,334.9819946,-5.2162199,4.5718398,0.0017065,2,100,205,4302.149902,4153.129883,0
1588,110.37 ,32.40 ,347.4710083,954,212.1320038,0.374562,0.386738,0.0039133,0.0042474,8.7356901,0,0.0814437,-24.7140999,10,10.309,0.0118455,2,1400,214,5152.410156,6363.959961,0
1589,110.32 ,32.30 ,111.8010025,627,914.3850098,0.524393,0.40675,-0.0011739,0.0003514,19.7486992,254.5579987,0.689257,339.6419983,0.0540541,5.3689499,0.002133,2,1400,211,1265.699951,1370.839966,0
1590,110.29 ,32.43 ,254.3580017,1043,1491.880005,0.249212,0.319851,-0.0040062,0.0004811,23.3976994,277.2789917,0.203248,5431.649902,-2.2702701,5.0047898,0.0037047,2,100,214,6571.100098,5915.560059,0
1591,110.26 ,32.40 ,62.4472008,848,993.6300049,0.228797,0.295063,0.0064455,0.0008522,23.3822002,0,1.03746,165.1410065,7.8648601,1.69559,0.0031661,2,100,205,4512.479981,4554.569824,0
1592,110.23 ,32.33 ,335.2250061,399,60,0.183084,0.316971,-0.0003407,-0.001459,13.4215002,30,0.519004,69.0119019,-2.6756799,3.9544101,0.0013678,2,1400,211,2515.889893,2295.929932,0
1593,110.22 ,32.34 ,216.0269928,661,708.0250244,0.150249,0.297699,-0.016241,0.0013657,24.3887005,187.279007,0.949646,-359.0050049,-10.3514004,12.8739004,0.013537,2,1400,261,1845.670044,1653.27002,0
1594,110.37 ,32.23 ,56.0035019,392,42.4263992,0.381715,0.257744,0.001855,-0.0011754,40.8408012,84.8527985,0.56858,0.0083635,-1,11.4076004,0.0026088,2,1400,202,1898.550049,6156.140137,0
1595,110.24 ,32.34 ,252.8970032,491,700.3569946,0.178213,0.364206,-0.0143334,-0.0005933,12.7726002,427.2789917,10.9043999,5120.75,-7.2702699,11.6702003,0.006053,2,1400,203,3542.030029,3423.290039,0
1596,110.34 ,32.42 ,122.125,892,1070.790039,0.592767,0.411439,0.0001408,0.0009355,40.2389984,127.2789993,0.423771,-82.3939972,3.3783801,11.6952,0.0006628,2,100,214,6985.430176,8013.310059,0
1597,110.33 ,32.24 ,11.3099003,805,1866.040039,0.240937,0.291024,0.0015086,0.0014508,18.7747002,199.7059937,0.360308,-13.5037003,2.2973001,12.1007004,0.0019738,2,100,202,2830.98999,5523.990234,0
1598,110.29 ,32.42 ,313.6029968,958,1142.369995,0.196004,0.22987,0.0062897,-0.0001914,25.7959995,127.2789993,0,93.7658005,3.8648601,5.0341802,0.0015302,2,100,206,6296.430176,6055.620117,0
1599,110.24 ,32.31 ,318.1799927,556,570.7890015,0.35673,0.278325,-0.0016836,-0.002041,23.0214996,212.1320038,0.875245,300.0010071,-7.3513498,4.6821299,0.0034048,2,1400,211,2298.280029,1888.089966,0
1600,110.25 ,32.30 ,203.7030029,560,758.9470215,0.254394,0.416005,0.0077443,0.0013146,36.7335014,42.4263992,1.11351,-86.732399,17.1622009,11.0021,0.0222516,2,1400,211,2630.439941,882.3259888,0
1601,110.36 ,32.36 ,33.4533005,449,632.8510132,0.61712,0.225396,-0.0010537,-0.0024469,48.2055016,84.8527985,0.370417,169.0610046,-13.4595003,3.86936,0.0082078,2,1400,205,745.1849976,1656.800049,0
1602,110.28 ,32.33 ,134.2149963,579,1020,0.288408,0.434322,0.0016403,-0.0003727,40.7084999,169.7059937,0,-19.9465008,-0.945946,11.9183998,0.0007111,2,100,203,1281.599976,1682.680054,0
1603,110.26 ,32.35 ,117.7590027,959,778.2670288,0.291731,0.416433,-0.0065097,0.0042978,35.5912018,42.4263992,0.52492,100.75,10.1351004,3.57605,0.0162682,2,100,212,1491.880005,4657.25,0
1604,110.25 ,32.25 ,93.0128021,458,499.2990112,0.457536,0.366805,-0.0092922,-0.000335,17.594101,259.7059937,0.400207,-2850.979981,-5.5675702,13.7428999,0.0039461,2,100,202,1134.060059,882.3259888,0
1605,110.26 ,32.26 ,165.3789978,466,484.6650085,0.481329,0.34364,0.0019807,0.0007088,21.6116009,72.4263992,0.0405087,-35.9006004,2.94595,11.4076004,0.0020917,2,300,209,1421.439941,1908.01001,0
1606,110.37 ,32.42 ,338.4989929,1034,939.1489868,0.377047,0.359558,-0.0008658,0.0017441,30.5890007,0,0.252321,-32.6039009,8.8108101,10.309,0.0112492,2,100,215,6424.759766,7560,0
1607,110.28 ,32.25 ,261.2539978,285,480,0.381759,0.337046,0.0014942,-0.0039298,12.3646002,90,0.839114,-24.5522995,-8.9189196,11.6952,0.0073638,2,1400,210,241.8679962,3531.600098,0
1608,110.34 ,32.32 ,163.3009949,350,180,0.543536,0.355235,0.0012888,-0.0002429,41.0241013,30,0.467477,11.1288996,3.2973001,5.77915,0.001165,2,1400,212,450,1301.459961,0
1609,110.33 ,32.34 ,195.0679932,616,349.8569946,0.619623,0.313556,0.0016324,0.0007094,24.1688004,30,0.213951,-86.4218979,2.5945899,11.0021,0.0009102,2,1400,204,2898.219971,42.4263992,0
1610,110.38 ,32.38 ,115.973999,678,342.053009,0.478345,0.364842,-0.0008243,-0.002048,35.8681984,114.8529968,0,676.3179932,-7.2162199,3.8692501,0.0030916,2,1400,205,2994.75,3583.090088,0
1611,110.34 ,32.32 ,37.875,596,823.7719727,0.585175,0.233267,0.002901,0.0005308,10.7595997,42.4263992,0.499988,249.5099945,2.2162199,2.6691899,0.0017373,2,1400,212,1033.150024,952.9429932,0
1612,110.27 ,32.33 ,13.1725998,805,2047.930054,0.398178,0.21953,-0.0058446,0.0001218,38.8167,192.4259949,0.552441,739.2280273,-5.3513498,5.1666002,0.0039161,2,100,294,2395.5,2408.419922,0
1613,110.31 ,32.35 ,313.0249939,836,391.1520081,0.550212,0.228555,0.0056185,-0.001157,18.8792,212.1320038,0.562788,5.34127,0.0540541,8.7104502,0.0013069,2,100,204,1835.650024,1442.5,0
1614,110.27 ,32.31 ,124.5090027,593,424.2640076,0.235448,0.368225,0.0029235,0.0025345,17.9319992,42.4263992,0.322732,-78.3970032,5.8378401,11.0021,0.0041137,2,100,203,1023.960022,429.5350037,0
1615,110.29 ,32.41 ,283.1340027,1146,1455.229981,0.150531,0.276643,0.0014891,0.0014173,27.1774006,72.4263992,0.079024,-175.5140076,4.7027001,11.4076004,0.0032259,2,100,214,6277.75,6859.25,0
1616,110.26 ,32.38 ,131.1860046,596,606.7119751,0.31308,0.358039,0.001443,-0.0041501,19.5112,929.1170044,0.577888,1168.069946,-11,7.5633302,0.011963,2,100,204,3145.850098,5071.419922,0
1617,110.26 ,32.29 ,227.1210022,691,442.9450073,0.193748,0.418922,0.0167113,-0.0002778,17.6623001,0,0.313426,-74.3410034,10.8919001,10.309,0.0161377,2,100,202,1477.329956,474.3420105,0
1618,110.37 ,32.39 ,98.1300964,987,480,0.474044,0.178954,0.0214489,-0.0005635,13.2627001,0,0.299985,25.0797997,5.2972999,3.5803299,0.0118392,2,100,205,3571.129883,4620,0
1619,110.25 ,32.24 ,15.9454002,330,424.2640076,0.542696,0.259469,0.0027645,0.0002154,6.91817,90,0.341928,88.4141006,1.21622,5.0929499,0.0003558,1,1400,210,120,1708.160034,0
1620,110.30 ,32.23 ,160.345993,462,524.7860107,0.257052,0.333981,0.0032061,0.0007977,13.9158001,0,0.104518,133.3059998,2.2973001,1.90975,0.000399,2,1400,293,3006.73999,2830.189941,0
1621,110.23 ,32.37 ,263.9909973,705,2319.530029,0.114422,0.283384,-0.0098662,-0.0006466,17.6623001,420,0.301696,-1115.109985,-12.1622,13.0170002,0.0129792,2,100,204,2594.780029,2382.879883,0
1622,110.28 ,32.21 ,234.4620056,459,342.053009,0.343873,0.328922,0.0006807,0.0006344,23.2733002,84.8527985,0.353433,303.1239929,2.4054101,3.28548,0.0003495,2,300,293,2808.649902,1100.640015,0
1623,110.24 ,32.37 ,223.2640076,1136,2511.77002,0.158178,0.271942,-0.0108254,0.0011609,21.2604008,586.690979,0.691034,-1236.900024,-6.05405,14.1375999,0.0043086,2,100,204,3180,2970.610107,0
1624,110.25 ,32.39 ,113.961998,1156,1623.609985,0.250019,0.426747,0.0047918,0.0003019,26.2175999,0,0.573523,56.800499,3.7837801,2.76285,0.0020081,2,100,213,4404.589844,4226.700195,0
1625,110.23 ,32.30 ,219.2890015,564,624.2600098,0.327705,0.366279,-0.0010101,0.0052736,25.3495007,42.4263992,0.22456,13.2144003,11.3783998,5.6073899,0.0109494,2,1400,211,1406.170044,1056.829956,0
1626,110.36 ,32.32 ,330.2550049,468,666.1079712,0.533967,0.231884,0.0150114,-0.0003411,7.6530499,0,0.791931,147.2890015,3.54054,1.8099999,0.0029949,2,1400,212,706.1160278,1008.02002,0
1627,110.25 ,32.38 ,145.6199951,1211,1689.619995,0.255695,0.423797,-0.0002131,0.0006364,37.5023003,127.2789993,0,-23.9262009,1.3783799,11.6952,0.0005414,2,100,212,4115.580078,3994.060059,0
1628,110.28 ,32.43 ,165.0690002,1000,600,0.246339,0.296779,-0.0043835,0.0025414,14.5064001,60,0.087043,-310.1180115,1.72973,11.6952,0.0035282,2,100,206,5244.850098,4846.649902,0
1629,110.27 ,32.41 ,111.5709991,798,488.3649902,0.219126,0.411478,0.0019823,0.0008973,37.6194,0,0.771437,-2.3979299,9.8378401,10.309,0.003423,2,100,213,5192.339844,5231.540039,0
1630,110.23 ,32.32 ,315,386,523.927002,0.224099,0.253173,-0.0157135,0,8.0494699,60,0.0359315,-2575.570068,-6.1891899,13.1422005,0.0065521,1,300,211,2001.25,1892.140015,0
1631,110.36 ,32.42 ,147.9949951,1031,394.5880127,0.526168,0.356248,0.0001588,0.0047794,17.4566002,42.4263992,0.25198,-333.8349915,13.1351004,11.0021,0.0128894,2,1400,214,6437.919922,7590.240234,0
1632,110.29 ,32.32 ,303.3410034,496,210,0.401929,0.15607,0.0017646,-0.0003958,37.1659012,42.4263992,0.558968,-35.4123993,3.05405,11.0021,0.0014559,2,100,203,150,1002.650024,0
1633,110.26 ,32.22 ,296.5650024,356,993.177002,0.491486,0.270219,0,-0.0044077,4.2626901,30,3.72177,1118.75,-8.2973003,5.56317,0.0079043,2,1400,210,1299.729981,1795.23999,0
1634,110.25 ,32.29 ,283.3250122,439,127.2789993,0.279705,0.22863,0.002334,-0.0005673,33.0583,30,0.766843,-837.3170166,4.2702699,11.0021,0.003538,2,1400,211,1714.209961,189.7369995,0
1635,110.31 ,32.29 ,301.2640076,653,937.710022,0.34689,0.238215,0.0004856,0.001699,28.6320992,84.8527985,0.568919,33.6465988,5.4054098,5.4837098,0.00159,2,1400,211,1260.359985,618.4660034,0
1636,110.34 ,32.29 ,180,508,403.6090088,0.47262,0.225522,0.0066667,0.0010664,9.4623203,60,0.268256,3.3805699,5.4864898,7.78157,0.0021117,1,1400,212,403.6090088,3330.540039,0
1637,110.31 ,32.44 ,357.2739868,875,1660.869995,0.410878,0.305046,0.0048928,-0.0005071,19.3103008,150,0,89.3448029,4.05405,5.8934102,0.0016265,2,100,206,8230.719727,7409.509766,0
1638,110.34 ,32.41 ,276.3399963,786,618.4660034,0.626847,0.279487,0.0005611,-0.0011235,16.7961998,210,0.806544,458.1730042,-1.6486501,4.8340302,0.0007189,2,1400,296,6608.180176,7596.640137,0
1639,110.31 ,32.28 ,135,367,436.8070068,0.306812,0.32706,-0.0088388,0.0002475,15.7931995,284.5580139,1.44397,40.9980011,-6.1351399,8.6340504,0.004265,1,1400,211,361.2479858,1851.51001,0
1640,110.32 ,32.43 ,14.0361996,735,720.625,0.43311,0.287729,-0.0019022,-0.0002582,22.4069004,332.1319885,0.916053,264.8720093,-3.8648601,7.2146101,0.0011174,2,1400,206,9151.230469,8377.519531,0
1641,110.27 ,32.39 ,316.6369934,751,390,0.264316,0.284335,0.0033998,-0.0006693,22.4234009,212.1320038,0.969467,83.0337982,3.2432401,5.96667,0.0011516,2,100,213,3486.330078,6686.229981,0
1642,110.35 ,32.39 ,177.0639954,630,636.3959961,0.595569,0.378334,0.0031322,-0.0015273,33.0583,60,0.439445,-1255.979981,3.6756799,11.4076004,0.0051983,2,300,205,3709.459961,4774.149902,0
1643,110.28 ,32.28 ,277.4309998,578,924.1749878,0.276449,0.260337,0.0048162,0.0002924,21.1355,30,0.405081,-69.0793991,3.43243,11.0021,0.0016573,2,1400,210,1357.650024,1350,0
1644,110.34 ,32.38 ,51.6324997,652,276.5859985,0.566852,0.268939,0.0068963,0.0002619,27.0294991,84.8527985,0.516366,-266.2520142,6.7297301,11.4076004,0.0045844,2,1400,205,3240.139893,4052.780029,0
1645,110.30 ,32.38 ,58.3925018,1051,997.2459717,0.18749,0.367061,0.00015,-0.0015517,14.2735996,354.8529968,0.180965,-2622.830078,-4.7027001,12.7938995,0.0022148,2,1400,205,3756.229981,4764.240234,0
1646,110.33 ,32.33 ,264.8059998,590,134.1640015,0.575664,0.198789,-0.0028571,-0.0000489,20.2126007,404.5580139,0.526695,4412.620117,-1.08108,5.2781401,0.0002465,2,1400,295,2142.01001,268.3280029,0
1647,110.29 ,32.29 ,274.3989868,507,1366.23999,0.259465,0.244379,-0.000787,-0.0003516,33.1011009,180,0.174682,-1827.329956,-0.27027,12.2549,0.0001462,2,1400,293,483.7349854,445.9819946,0
1648,110.35 ,32.37 ,136.3320007,627,361.2479858,0.632065,0.422217,0.0004716,0.0002246,26.8803005,314.5580139,0.343639,-1511.459961,3.4054101,12.5061998,0.0009204,2,300,204,1527.349976,2344.800049,0
1649,110.24 ,32.29 ,162.2550049,467,902.4970093,0.310201,0.394922,-0.0026061,-0.0021138,23.6284008,157.279007,0.551721,-4956.669922,-7.94595,12.7068005,0.0074864,2,100,212,1230.369995,540,0
1650,110.29 ,32.42 ,274.2359924,988,1862.900024,0.271062,0.302231,0.0025598,0.0012289,24.2865009,90,0.395874,-135.5789948,6.7837801,11.6952,0.0019316,2,100,206,6963.939941,6601.700195,0
1651,110.32 ,32.25 ,246.8009949,783,2411.969971,0.185464,0.34133,-0.0047542,0.001099,14.2441998,72.4263992,0.928306,-837.9810181,0.189189,11.4076004,0.0010789,2,1400,202,2863.860107,5102.209961,0
1652,110.37 ,32.36 ,135,498,150,0.692647,0.32482,-0.0021427,-0.0065507,14.5352001,217.279007,0.911156,-1569.800049,-16.8918991,13.3999996,0.0176544,2,1400,205,678.822998,1776.089966,0
1653,110.35 ,32.24 ,190.0079956,552,690.6519775,0.39261,0.35986,-0.0021448,0.0005477,16.0510998,439.7059937,0.235549,235.8170013,-2.2162199,7.52143,0.0009159,2,300,211,2267.530029,6003.370117,0
1654,110.31 ,32.30 ,235.0079956,522,305.9410095,0.386454,0.372439,0.0078685,0.0001229,31.3969002,42.4263992,0,-1.14309,9.8108101,11.0021,0.0067077,2,1400,294,2162.080078,305.9410095,0
1655,110.25 ,32.40 ,10.3048,923,1812.209961,0.20417,0.179084,-0.0029099,-0.0029824,29.2059002,120,0.238666,201.8029938,-11.4595003,4.7139802,0.0076139,2,100,205,3760.899902,3849.479981,0
1656,110.24 ,32.37 ,248.6289978,1160,2066.300049,0.164183,0.269618,-0.0064384,0.0003385,22.3738003,314.5580139,0.922348,470.973999,-5.91892,7.97472,0.0032463,2,100,204,3514.610107,3303.409912,0
1657,110.33 ,32.27 ,261.0270081,415,42.4263992,0.367943,0.220186,0.0006651,0.0007753,17.7752991,192.4259949,0.783753,-387.5679932,-0.648649,12.2549,0.0006348,2,1400,211,1060.23999,3725.080078,0
1658,110.36 ,32.25 ,99.1623001,337,30,0.440825,0.312349,0.0039781,0.0000976,27.625,60,0.628843,-68.3181992,2.97297,11.4076004,0.0044854,2,300,260,270,7100.439941,0
1659,110.29 ,32.35 ,162.1809998,828,804.9840088,0.356746,0.423462,0.0062211,0.0014121,26.1131992,0,0.669551,44.7764015,9.2973003,3.00071,0.0057389,2,1400,204,872.0670166,3540.129883,0
1660,110.38 ,32.25 ,177.2740021,361,134.1640015,0.438168,0.399805,0.0048247,0.0004469,19.3103008,120,0.440003,74.4540024,2.43243,5.7110901,0.0012717,2,1400,185,270,8262.860352,0
1661,110.28 ,32.37 ,250.7100067,739,1400.709961,0.412149,0.337168,0.0004134,0.0003434,19.4512005,872.132019,0.552022,597.302002,0.351351,7.1445599,0.0012835,2,100,204,2161.040039,5244.169922,0
1662,110.29 ,32.40 ,216.8699951,1151,1500.300049,0.171477,0.392158,-0.0030222,0.0011971,14.0361996,42.4263992,0.505002,592.4899902,0.945946,1.80436,0.0014008,2,100,205,5718.990234,7247.899902,0
1663,110.24 ,32.44 ,342.2550049,781,752.3959961,0.392213,0.238496,0.008176,-0.0014689,23.6284008,0,1.33479,-450.6069946,3.5945899,10.309,0.0042562,2,100,206,1922.109985,894.9860229,0
1664,110.32 ,32.23 ,211.5039978,748,912.4140015,0.140764,0.384185,0.0009168,0.0003475,31.2154007,84.8527985,0.353433,-18.2943993,4.6486502,11.4076004,0.0010418,2,100,210,3650.149902,3612.600098,0
1665,110.29 ,32.37 ,157.1089935,971,1740,0.39067,0.42004,-0.0007982,-0.0012516,39.1493988,174.8529968,0.41208,3221.610107,-4.94595,3.85466,0.0019565,2,100,204,1950,4374.040039,0
1666,110.29 ,32.44 ,329.9309998,1024,780.5770264,0.276669,0.276924,-0.0014143,0.0004286,20.0979996,42.4263992,0.453585,179.6349945,-0.432432,2.9977601,0.0008105,2,100,206,6258.790039,5382.720215,0
1667,110.25 ,32.26 ,262.875,489,450,0.417409,0.216383,-0.0015584,-0.0009462,28.2572994,120,0.73858,-2.5537,-4.4054098,11.9183998,0.0013093,2,1400,292,785.1749878,517.8800049,0
1668,110.29 ,32.40 ,11.3099003,963,1092.02002,0.203141,0.290268,-0.0027155,0.0000333,23.0214996,162.4259949,0.33459,400.0010071,1.97297,4.96981,0.0012103,2,1400,296,5272.669922,6950.75,0
1669,110.25 ,32.21 ,260.5379944,505,426.3800049,0.489428,0.273184,0.0106637,-0.0005175,5.7888298,30,0.186339,-32.3395996,1.81081,11.0021,0.001403,2,1400,202,1140,692.6040039,1
1670,110.23 ,32.22 ,41.9872017,267,60,0.550261,0.114041,0.0013415,-0.0018279,12.6381998,302.1319885,0.236264,19.434,-3.3783801,8.2298203,0.0010565,8,300,222,540,771.2979736,1
1671,110.24 ,32.21 ,239.7440033,312,351.1409912,0.387312,0.247871,-0.0023869,0.0010247,13.0366001,102.4260025,0.375763,60.9872017,2.10811,5.4643202,0.0007637,1,300,294,390,123.6930008,1
1672,110.33 ,32.21 ,30.4654999,772,241.8679962,0.169519,0.312323,-0.0022071,-0.0008069,18.1966,339.4110107,0.271626,-206.5059967,-2.54054,12.5061998,0.0008399,1,1400,202,5414.149902,3040.669922,1
1673,110.32 ,32.22 ,85.2363968,785,192.0939941,0.182964,0.365548,-0.0030164,-0.0010003,11.3480997,300,0.365218,-896.9439697,-1.78378,12.7068005,0.0002197,1,1400,202,5328.859863,2887.800049,1
1674,110.29 ,32.22 ,237.529007,422,666.1079712,0.293542,0.26087,-0.0025566,-0.0005184,12.2601004,272.1319885,5.3153701,-75.8804016,-2.91892,12.3884001,0.0006239,2,100,210,3458.340088,1747.229981,1
1675,110.24 ,32.21 ,261.8699951,404,458.9119873,0.479677,0.294719,0.0004086,-0.0001211,19.4712009,240,0.0843471,193.4349976,2,5.9319,0.0007716,2,1400,197,750,305.9410095,1
1676,110.24 ,32.22 ,264.8059998,431,570,0.53356,0.191142,0.0001361,-0.0000414,20.2126007,240,0.763753,1423.430054,1.02703,4.14674,0.0001624,2,1400,197,870,371.07901,1
1677,110.25 ,32.21 ,213.6900024,495,152.970993,0.483512,0.184391,-0.0014223,-0.0001126,16.7236004,84.8527985,0.558489,145.0950012,-0.297297,4.0222301,0.0001084,1,300,292,1470,1055.130005,1
1678,110.32 ,32.40 ,329.348999,629,228.4730072,0.447499,0.227319,0.001033,-0.0007624,27.6131001,127.2789993,0.355539,-93.3703995,-0.783784,11.6952,0.0008804,2,1400,205,6180.290039,6521.669922,1
1679,110.32 ,32.40 ,104.7440033,615,480.9370117,0.432059,0.307213,0.0016219,-0.0033169,18.1308994,60,0.487078,-78.7170029,-6.4864898,11.4076004,0.0048601,1,1400,296,6391.129883,6603.069824,1
1680,110.34 ,32.41 ,183.4680023,682,174.9290009,0.565212,0.368996,0.0062211,0.0010562,28.8551998,30,0.275081,39.3815994,9.0810804,4.5153899,0.0054811,2,300,296,5899.640137,6883.549805,1
1681,110.34 ,32.40 ,259.5090027,561,180,0.532286,0.251632,0.0030461,-0.0002127,24.5911999,150,0.555017,-108.2630005,3.6486499,12.1007004,0.0017425,2,1400,296,5126.399902,6150,1
1682,110.33 ,32.40 ,75.2564011,601,301.4960022,0.547789,0.316899,-0.0012791,-0.0005942,18.1308994,556.690979,0.734338,-393.5849915,-0.972973,13.0170002,0.0001463,2,300,296,5114.189941,6039.25,1
1683,110.34 ,32.39 ,98.1300964,467,161.5549927,0.565092,0.241071,-0.0005343,-0.001704,19.4712009,374.5580139,0.541873,236.4199982,-2.8108101,6.1325798,0.0012793,1,1400,263,4401.319824,5313.470215,1
1684,110.33 ,32.39 ,51.7098007,607,180,0.587387,0.311386,0.0017342,0.0012143,21.9720001,114.8529968,0.244481,-2.3015299,3.7026999,11.6952,0.0010264,2,1400,263,4285.069824,5126.399902,1
1685,110.32 ,32.39 ,331.928009,869,931.4509888,0.328276,0.237225,0.0005835,-0.0016316,15.8191996,609.4110107,1.06457,294.8659973,-3.48649,10.0705004,0.0016499,2,100,205,5521.299805,5213.620117,1
1686,110.31 ,32.38 ,251.5650024,858,120,0.325633,0.271118,-0.0038331,0,30.1030998,441.8380127,0.828172,-8642.990234,-7.08108,14.6396999,0.0028149,2,1400,205,4763.859863,4365.700195,1
1687,110.31 ,32.38 ,97.7651978,782,150,0.238238,0.267824,0.0012181,-0.0008301,20.3075008,600,0.110148,5558.839844,-1.27027,4.26829,0.0006037,2,1400,213,4183.359863,3939.610107,1
1688,110.35 ,32.38 ,52.5946007,467,241.8679962,0.607414,0.269665,0.0042102,0.0006021,19.6303997,678.822998,0.66899,505.3909912,2.8108101,6.2434902,0.0011326,2,1400,296,2835.439941,3762.580078,1
1689,110.35 ,32.36 ,27.7584991,490,127.2789993,0.65582,0.222442,0.0046541,-0.0009264,19.6896992,0,0.763827,33.476799,-0.0540541,3.2915399,0.0009025,1,1400,204,1502.699951,2024.060059,1
