FID,X,Y,Aspect,DEM,DisToLinea,LineaDen,NDVI,Plan_Curva,Profile_Cu,Slope,Slope_Leng,STI,SPI,TPI,TWI,VRM,LULC_2015,habitat,GDP,DisFromRiv,DisFromRoa
275,109.918946,31.540573,152.0209961,2047,1506.589966,0.0662745,0.395153,-0.0064149,-0.002797,31.1287003,187.279007,0.447456,-115.1969986,-13,12.8739004,0.0095315,2,100,153,8825.610352,17038.59961
276,109.919262,31.540576,159.8639984,2044,1513.439941,0.0662745,0.383898,0.0041707,0.0011468,28.0375996,0,1.0381,-7.2377501,-0.135135,10.309,0.0020531,2,100,153,8847.150391,17032.69922
277,109.919578,31.540579,144.7819977,2036,1520.849976,0.0662745,0.388235,0.0025453,0.0021027,34.7459984,42.4263992,0.595001,11.4457998,5.7027001,5.75107,0.0050154,2,100,153,8868.740234,17026.90039
278,109.919894,31.540581,136.6369934,2020,1528.819946,0.0662745,0.392454,0.001085,-0.0004108,39.5326996,212.1320038,0.48021,-669.1849976,1.78378,12.1007004,0.0012717,2,100,153,8890.379883,17021.19922
279,109.92021,31.540584,133.2100067,2002,1537.339966,0.0662745,0.400643,0.0003631,-0.0018347,37.0387993,254.5579987,0.204933,-163.0980072,-4.6486502,12.2549,0.0017405,2,100,153,8912.070313,17015.5
280,109.920526,31.540587,138.121994,1987,1546.380005,0.0662745,0.368935,-0.0013404,-0.0017814,32.989399,254.5579987,0.921981,-78249.29688,-8.3243198,12.2549,0.0031809,2,100,153,8933.80957,17009.90039
281,109.920842,31.540589,147.8040009,1976,1555.959961,0.0662745,0.37124,-0.0036884,-0.0017091,28.0025997,284.5580139,0.0732654,-217.2949982,-8.9459496,13.5670004,0.0043766,2,100,153,8955.589844,17004.30078
282,109.921158,31.540592,165.4660034,1970,1566.050049,0.0662745,0.397844,-0.0062548,-0.0003173,24.9326992,289.7059937,0.721278,-97.3427963,-6.4594598,13.0815001,0.0030101,2,100,153,8977.419922,16998.80078
283,109.921474,31.540595,176.0549927,1969,1576.640015,0.0662745,0.385454,-0.0004668,0.0005698,25.8493004,294.8529968,0.904933,391.9689941,-1.45946,6.2473102,0.0011012,2,100,153,8999.299805,16993.30078
284,109.92179,31.540597,171.3840027,1968,1587.729981,0.0662745,0.434923,0.0011762,0.0010464,29.0862007,180,0,221.4190063,1.81081,5.2941599,0.0029448,2,100,153,9021.219727,16987.90039
285,109.922106,31.5406,171.673996,1964,1599.310059,0.0662745,0.389022,-0.0032056,0.0003048,34.6293983,150,0.63024,12.9625998,1.83784,7.8238401,0.0034572,2,100,153,9043.200195,16982.5
286,109.922422,31.540603,169.1600037,1962,1611.369995,0.0662745,0.408667,0.0023057,0.0001832,38.5746994,120,0.639847,179.8139954,4.7567601,4.82935,0.003543,2,100,153,9065.209961,16977.19922
287,109.922738,31.540605,155.8209991,1955,1623.880005,0.0662745,0.383451,0.0049789,-0.0006946,41.8349991,0,0.59478,46.1422005,4.97297,2.97067,0.0040595,2,100,153,9087.280273,16971.90039
288,109.923054,31.540608,145.3760071,1940,1636.859985,0.0662745,0.422356,0.0027568,-0.0032459,40.3862991,42.4263992,0.444406,-29.3127995,1.21622,11.0021,0.0056363,2,100,153,9109.389648,16966.69922
289,109.92337,31.540611,137.7259979,1926,1650.27002,0.0662745,0.415429,0.0028476,-0.0019558,36.6236,84.8527985,0.302263,-166.6260071,3.08108,11.4076004,0.0064765,2,100,159,9131.540039,16961.5
290,109.923686,31.540613,122.6190033,1910,1664.119995,0.0662745,0.39497,0.0023952,0.0023418,44.6944008,127.2789993,0.482769,103.5780029,6.1351399,4.93466,0.0084343,2,100,159,9153.740234,16956.40039
291,109.924002,31.540616,113.961998,1876,1678.390015,0.0660679,0.437438,-0.0015265,-0.0002955,52.7103996,169.7059937,0.193217,-225.8959961,-8.1621599,12.5061998,0.0069087,2,100,159,9175.980469,16951.30078
292,109.924318,31.540618,110.2249985,1838,1693.069946,0.0655801,0.460754,-0.0031532,-0.0054471,45.3536987,199.7059937,0.465346,2078.26001,-28.4594994,4.4412198,0.0362727,2,100,159,9198.269531,16946.30078
293,109.924634,31.540621,94.7636032,1819,1708.160034,0.0650878,0.446832,-0.0151391,-0.0075761,21.8698997,229.7059937,0.636527,-76.7889023,-33.5405006,13.3535004,0.0801045,2,100,159,9220.599609,16941.30078
294,109.917369,31.540289,140.1940002,2134,1451.209961,0.0662745,0.361324,-0.0025654,0.0021568,21.3313007,42.4263992,0.300879,-46.5550003,8.2432404,11.0021,0.0108169,2,100,153,8739.839844,17097.90039
295,109.917685,31.540292,126.2539978,2124,1455.229981,0.0662745,0.368806,-0.0005956,0.0029551,31.8003998,42.4263992,0.516052,24.2763004,8.6756802,4.9991899,0.0107766,2,100,153,8761.080078,17091.80078
296,109.918001,31.540295,115.2009964,2104,1459.859985,0.0662745,0.374416,-0.0012129,0.0019468,43.210701,84.8527985,0,-87.5459976,3.48649,11.4076004,0.0065195,2,100,153,8782.370117,17085.80078
297,109.918317,31.540297,112.4789963,2073,1465.089966,0.0662745,0.381813,-0.0035626,-0.0009698,46.2923012,127.2789993,0.405183,-230.378006,-10.5404997,12.2549,0.0072207,2,100,153,8803.709961,17079.80078
298,109.918633,31.5403,118.810997,2046,1470.920044,0.0662745,0.387547,-0.0071673,-0.0034119,37.2655983,169.7059937,0.49118,-166.6349945,-19.7026997,12.7938995,0.0193467,2,100,153,8825.099609,17073.90039
299,109.918949,31.540303,144.2460022,2033,1477.329956,0.0662745,0.392089,-0.010914,-0.0003573,27.1774006,217.279007,0.454456,-1053.079956,-15.1080999,13.1992998,0.0125766,2,100,153,8846.540039,17068
